ktestWM posix-h.new-O0-out/Dev-out-0/devtest.ktest posix-h.new-O1-out/Dev-out-0/devtest.ktest posix-h.new-O2-out/Dev-out-0/devtest.ktest posix-h.new-O3-out/Dev-out-0/devtest.ktest posix-h.old-O0-out/Dev-out-0/devtest.ktest posix-h.old-O1-out/Dev-out-0/devtest.ktest posix-h.old-O2-out/Dev-out-0/devtest.ktest posix-h.old-O3-out/Dev-out-0/devtest.ktest regression.sh-out/Dev-out-0/devtest.ktest
find/1074 1 1 1 1 1 1 1 1 1
find/1073 1 1 1 1 1 1 1 1 1
find/1072 1 1 1 1 1 1 1 1 1
find/1071 0 0 0 0 0 0 0 0 1
find/1070 0 0 0 0 0 0 0 0 1
find/4959 1 1 1 1 1 1 1 1 1
find/4958 1 1 1 1 1 1 1 1 1
find/2508 1 1 1 1 1 1 1 1 1
find/2509 1 1 1 1 1 1 1 1 1
find/2506 1 1 1 1 1 1 1 1 1
find/2507 1 1 1 1 1 1 1 1 1
find/2504 1 1 1 1 1 1 1 1 1
find/2505 1 1 1 1 1 1 1 1 1
find/2502 1 1 1 1 1 1 1 1 1
find/2503 1 1 1 1 1 1 1 1 1
find/2500 1 1 1 1 1 1 1 1 1
find/2501 1 1 1 1 1 1 1 1 1
find/4823 1 1 1 1 1 1 1 1 1
find/3295 0 0 0 0 0 0 0 0 1
find/3297 0 0 0 0 0 0 0 0 1
find/3296 0 0 0 0 0 0 0 0 1
find/3291 0 0 0 0 0 0 0 0 1
find/2849 1 1 1 1 1 1 1 1 1
find/3293 0 0 0 0 0 0 0 0 1
find/2848 0 0 0 0 0 0 0 0 1
find/3299 0 0 0 0 0 0 0 0 1
find/3298 0 0 0 0 0 0 0 0 1
find/4822 1 1 1 1 1 1 1 1 1
find/3775 1 1 1 1 1 1 1 1 1
find/2844 1 1 1 1 1 1 1 1 1
find/2432 1 1 1 1 1 1 1 1 1
find/2433 1 1 1 1 1 1 1 1 1
find/2430 1 1 1 1 1 1 1 1 1
find/2431 1 1 1 1 1 1 1 1 1
find/2841 0 0 0 0 0 0 0 0 1
find/3123 1 1 1 1 1 1 1 1 1
find/4826 1 1 1 1 1 1 1 1 1
find/3121 1 1 1 1 1 1 1 1 1
find/2840 1 1 1 1 1 1 1 1 1
find/3127 1 1 1 1 1 1 1 1 1
find/3126 1 1 1 1 1 1 1 1 1
find/4821 1 1 1 1 1 1 1 1 1
find/2818 0 0 0 0 0 0 0 0 1
find/3 1 1 1 1 1 1 1 1 1
find/4108 1 1 1 1 1 1 1 1 1
find/956 1 1 1 1 1 1 1 1 1
find/957 1 1 1 1 1 1 1 1 1
find/954 1 1 1 1 1 1 1 1 1
find/955 1 1 1 1 1 1 1 1 1
find/952 1 1 1 1 1 1 1 1 1
find/953 1 1 1 1 1 1 1 1 1
find/950 1 1 1 1 1 1 1 1 1
find/951 1 1 1 1 1 1 1 1 1
find/3637 1 1 1 1 1 1 1 1 1
find/6 1 1 1 1 1 1 1 1 1
find/3635 1 1 1 1 1 1 1 1 1
find/3634 1 1 1 1 1 1 1 1 1
find/3633 1 1 1 1 1 1 1 1 1
find/958 1 1 1 1 1 1 1 1 1
find/7 1 1 1 1 1 1 1 1 1
find/4 1 1 1 1 1 1 1 1 1
find/1092 1 1 1 1 1 1 1 1 1
find/4144 1 1 1 1 1 1 1 1 1
find/4633 1 1 1 1 1 1 1 1 1
find/4146 1 1 1 1 1 1 1 1 1
find/3758 1 1 1 1 1 1 1 1 1
find/3759 1 1 1 1 1 1 1 1 1
find/4631 1 1 1 1 1 1 1 1 1
find/4981 1 1 1 1 1 1 1 1 1
find/3750 1 1 1 1 1 1 1 1 1
find/3751 1 1 1 1 1 1 1 1 1
find/3752 1 1 1 1 1 1 1 1 1
find/3753 1 1 1 1 1 1 1 1 1
find/3754 1 1 1 1 1 1 1 1 1
find/3755 1 1 1 1 1 1 1 1 1
find/3756 1 1 1 1 1 1 1 1 1
find/3757 1 1 1 1 1 1 1 1 1
find/2658 1 1 1 1 1 1 1 1 1
find/2659 1 1 1 1 1 1 1 1 1
find/4142 1 1 1 1 1 1 1 1 1
find/2652 1 1 1 1 1 1 1 1 1
find/2653 1 1 1 1 1 1 1 1 1
find/2650 1 1 1 1 1 1 1 1 1
find/2651 1 1 1 1 1 1 1 1 1
find/2656 1 1 1 1 1 1 1 1 1
find/2657 1 1 1 1 1 1 1 1 1
find/2654 1 1 1 1 1 1 1 1 1
find/2655 1 1 1 1 1 1 1 1 1
find/4225 1 1 1 1 1 1 1 1 1
find/4268 1 1 1 1 1 1 1 1 1
find/4987 1 1 1 1 1 1 1 1 1
find/4227 1 1 1 1 1 1 1 1 1
find/4915 1 1 1 1 1 1 1 1 1
find/4149 1 1 1 1 1 1 1 1 1
find/4114 0 0 0 0 0 0 0 0 1
find/332 1 1 1 1 1 1 1 1 1
find/3918 1 1 1 1 1 1 1 1 1
find/333 1 1 1 1 1 1 1 1 1
find/3916 1 1 1 1 1 1 1 1 1
find/3917 1 1 1 1 1 1 1 1 1
find/3914 1 1 1 1 1 1 1 1 1
find/3915 1 1 1 1 1 1 1 1 1
find/4914 1 1 1 1 1 1 1 1 1
find/3910 1 1 1 1 1 1 1 1 1
find/3911 1 1 1 1 1 1 1 1 1
find/337 1 1 1 1 1 1 1 1 1
find/2249 1 1 1 1 1 1 1 1 1
find/2248 1 1 1 1 1 1 1 1 1
find/2245 1 1 1 1 1 1 1 1 1
find/2244 1 1 1 1 1 1 1 1 1
find/2247 1 1 1 1 1 1 1 1 1
find/2241 1 1 1 1 1 1 1 1 1
find/2240 1 1 1 1 1 1 1 1 1
find/2243 1 1 1 1 1 1 1 1 1
find/2242 1 1 1 1 1 1 1 1 1
find/2810 1 1 1 1 1 1 1 1 1
find/339 1 1 1 1 1 1 1 1 1
find/3919 1 1 1 1 1 1 1 1 1
find/4819 1 1 1 1 1 1 1 1 1
find/4111 1 1 1 1 1 1 1 1 1
find/3668 1 1 1 1 1 1 1 1 1
find/2811 1 1 1 1 1 1 1 1 1
find/3233 1 1 1 1 1 1 1 1 1
find/3232 0 0 0 0 0 0 0 0 1
find/4768 1 1 1 1 1 1 1 1 1
find/3230 0 0 0 0 0 0 0 0 1
find/4110 1 1 1 1 1 1 1 1 1
find/4800 1 1 1 1 1 1 1 1 1
find/3237 0 0 0 0 0 0 0 0 1
find/4762 1 1 1 1 1 1 1 1 1
find/4763 1 1 1 1 1 1 1 1 1
find/4764 1 1 1 1 1 1 1 1 1
find/4765 1 1 1 1 1 1 1 1 1
find/4766 1 1 1 1 1 1 1 1 1
find/3236 0 0 0 0 0 0 0 0 1
find/2883 1 1 1 1 1 1 1 1 1
find/2882 1 1 1 1 1 1 1 1 1
find/2881 1 1 1 1 1 1 1 1 1
find/2880 1 1 1 1 1 1 1 1 1
find/2887 1 1 1 1 1 1 1 1 1
find/2886 1 1 1 1 1 1 1 1 1
find/2885 1 1 1 1 1 1 1 1 1
find/2884 1 1 1 1 1 1 1 1 1
find/3660 1 1 1 1 1 1 1 1 1
find/2888 1 1 1 1 1 1 1 1 1
find/3661 1 1 1 1 1 1 1 1 1
find/2713 1 1 1 1 1 1 1 1 1
find/2399 1 1 1 1 1 1 1 1 1
find/2398 1 1 1 1 1 1 1 1 1
find/2397 1 1 1 1 1 1 1 1 1
find/2396 1 1 1 1 1 1 1 1 1
find/2395 1 1 1 1 1 1 1 1 1
find/2394 1 1 1 1 1 1 1 1 1
find/2393 1 1 1 1 1 1 1 1 1
find/2392 1 1 1 1 1 1 1 1 1
find/2391 1 1 1 1 1 1 1 1 1
find/2390 1 1 1 1 1 1 1 1 1
find/2869 1 1 1 1 1 1 1 1 1
find/553 1 1 1 1 1 1 1 1 1
find/447 1 1 1 1 1 1 1 1 1
find/2861 1 1 1 1 1 1 1 1 1
find/1486 0 0 0 0 0 0 0 0 1
find/558 1 1 1 1 1 1 1 1 1
find/559 1 1 1 1 1 1 1 1 1
find/2865 1 1 1 1 1 1 1 1 1
find/2864 1 1 1 1 1 1 1 1 1
find/2867 1 1 1 1 1 1 1 1 1
find/1487 0 0 0 0 0 0 0 0 1
find/3069 1 1 1 1 1 1 1 1 1
find/1484 0 0 0 0 0 0 0 0 1
find/1485 0 0 0 0 0 0 0 0 1
find/1448 1 1 1 1 1 1 1 1 1
find/1449 1 1 1 1 1 1 1 1 1
find/1446 1 1 1 1 1 1 1 1 1
find/1447 1 1 1 1 1 1 1 1 1
find/1444 1 1 1 1 1 1 1 1 1
find/1442 1 1 1 1 1 1 1 1 1
find/1443 1 1 1 1 1 1 1 1 1
find/1440 1 1 1 1 1 1 1 1 1
find/1441 1 1 1 1 1 1 1 1 1
find/292 1 1 1 1 1 1 1 1 1
find/318 1 1 1 1 1 1 1 1 1
find/319 1 1 1 1 1 1 1 1 1
find/314 1 1 1 1 1 1 1 1 1
find/315 1 1 1 1 1 1 1 1 1
find/316 1 1 1 1 1 1 1 1 1
find/317 1 1 1 1 1 1 1 1 1
find/310 1 1 1 1 1 1 1 1 1
find/1281 1 1 1 1 1 1 1 1 1
find/312 1 1 1 1 1 1 1 1 1
find/313 1 1 1 1 1 1 1 1 1
find/3354 0 0 0 0 0 0 0 0 1
find/3355 0 0 0 0 0 0 0 0 1
find/3356 0 0 0 0 0 0 0 0 1
find/3357 0 0 0 0 0 0 0 0 1
find/525 1 1 1 1 1 1 1 1 1
find/3352 0 0 0 0 0 0 0 0 1
find/3358 0 0 0 0 0 0 0 0 1
find/3359 0 0 0 0 0 0 0 0 1
find/3067 1 1 1 1 1 1 1 1 1
find/426 1 1 1 1 1 1 1 1 1
find/4831 1 1 1 1 1 1 1 1 1
find/423 1 1 1 1 1 1 1 1 1
find/420 1 1 1 1 1 1 1 1 1
find/421 1 1 1 1 1 1 1 1 1
find/428 1 1 1 1 1 1 1 1 1
find/4813 1 1 1 1 1 1 1 1 1
find/1060 1 1 1 1 1 1 1 1 1
find/1061 1 1 1 1 1 1 1 1 1
find/1062 1 1 1 1 1 1 1 1 1
find/4011 1 1 1 1 1 1 1 1 1
find/1065 1 1 1 1 1 1 1 1 1
find/1066 1 1 1 1 1 1 1 1 1
find/1067 1 1 1 1 1 1 1 1 1
find/1068 1 1 1 1 1 1 1 1 1
find/1069 1 1 1 1 1 1 1 1 1
find/5015 1 1 1 1 1 1 1 1 1
find/5014 1 1 1 1 1 1 1 1 1
find/5017 1 1 1 1 1 1 1 1 1
find/5016 1 1 1 1 1 1 1 1 1
find/2533 1 1 1 1 1 1 1 1 1
find/2532 1 1 1 1 1 1 1 1 1
find/2531 1 1 1 1 1 1 1 1 1
find/2537 1 1 1 1 1 1 1 1 1
find/4949 1 1 1 1 1 1 1 1 1
find/2716 1 1 1 1 1 1 1 1 1
find/4944 1 1 1 1 1 1 1 1 1
find/4945 1 1 1 1 1 1 1 1 1
find/2539 1 1 1 1 1 1 1 1 1
find/2538 1 1 1 1 1 1 1 1 1
find/4940 1 1 1 1 1 1 1 1 1
find/4941 1 1 1 1 1 1 1 1 1
find/4942 1 1 1 1 1 1 1 1 1
find/4943 1 1 1 1 1 1 1 1 1
find/4244 1 1 1 1 1 1 1 1 1
find/3286 0 0 0 0 0 0 0 0 1
find/3287 1 1 1 1 1 1 1 1 1
find/3284 0 0 0 0 0 0 0 0 1
find/3285 0 0 0 0 0 0 0 0 1
find/3282 0 0 0 0 0 0 0 0 1
find/3283 0 0 0 0 0 0 0 0 1
find/3280 1 1 1 1 1 1 1 1 1
find/3281 0 0 0 0 0 0 0 0 1
find/3288 0 0 0 0 0 0 0 0 1
find/3289 0 0 0 0 0 0 0 0 1
find/4243 1 1 1 1 1 1 1 1 1
find/4795 1 1 1 1 1 1 1 1 1
find/4928 1 1 1 1 1 1 1 1 1
find/4242 1 1 1 1 1 1 1 1 1
find/2407 1 1 1 1 1 1 1 1 1
find/2406 1 1 1 1 1 1 1 1 1
find/2405 1 1 1 1 1 1 1 1 1
find/2404 1 1 1 1 1 1 1 1 1
find/2403 1 1 1 1 1 1 1 1 1
find/2402 1 1 1 1 1 1 1 1 1
find/2401 1 1 1 1 1 1 1 1 1
find/2400 1 1 1 1 1 1 1 1 1
find/4838 1 1 1 1 1 1 1 1 1
find/3135 1 1 1 1 1 1 1 1 1
find/3136 1 1 1 1 1 1 1 1 1
find/3130 1 1 1 1 1 1 1 1 1
find/2409 1 1 1 1 1 1 1 1 1
find/2408 1 1 1 1 1 1 1 1 1
find/4131 1 1 1 1 1 1 1 1 1
find/2809 1 1 1 1 1 1 1 1 1
find/4929 1 1 1 1 1 1 1 1 1
find/4133 1 1 1 1 1 1 1 1 1
find/4132 1 1 1 1 1 1 1 1 1
find/4135 1 1 1 1 1 1 1 1 1
find/4137 1 1 1 1 1 1 1 1 1
find/4240 1 1 1 1 1 1 1 1 1
find/949 1 1 1 1 1 1 1 1 1
find/948 1 1 1 1 1 1 1 1 1
find/2718 1 1 1 1 1 1 1 1 1
find/4138 1 1 1 1 1 1 1 1 1
find/941 1 1 1 1 1 1 1 1 1
find/940 1 1 1 1 1 1 1 1 1
find/943 1 1 1 1 1 1 1 1 1
find/942 1 1 1 1 1 1 1 1 1
find/945 1 1 1 1 1 1 1 1 1
find/944 1 1 1 1 1 1 1 1 1
find/947 1 1 1 1 1 1 1 1 1
find/946 1 1 1 1 1 1 1 1 1
find/3624 1 1 1 1 1 1 1 1 1
find/3625 1 1 1 1 1 1 1 1 1
find/3626 1 1 1 1 1 1 1 1 1
find/3627 1 1 1 1 1 1 1 1 1
find/5031 1 1 1 1 1 1 1 1 1
find/4767 1 1 1 1 1 1 1 1 1
find/2989 1 1 1 1 1 1 1 1 1
find/5030 1 1 1 1 1 1 1 1 1
find/3729 1 1 1 1 1 1 1 1 1
find/3728 1 1 1 1 1 1 1 1 1
find/3725 1 1 1 1 1 1 1 1 1
find/3727 1 1 1 1 1 1 1 1 1
find/3726 1 1 1 1 1 1 1 1 1
find/3721 1 1 1 1 1 1 1 1 1
find/3720 1 1 1 1 1 1 1 1 1
find/3722 1 1 1 1 1 1 1 1 1
find/2669 1 1 1 1 1 1 1 1 1
find/2668 1 1 1 1 1 1 1 1 1
find/2667 1 1 1 1 1 1 1 1 1
find/2627 1 1 1 1 1 1 1 1 1
find/2665 1 1 1 1 1 1 1 1 1
find/2664 1 1 1 1 1 1 1 1 1
find/2663 1 1 1 1 1 1 1 1 1
find/2662 1 1 1 1 1 1 1 1 1
find/2661 1 1 1 1 1 1 1 1 1
find/2626 1 1 1 1 1 1 1 1 1
find/2625 1 1 1 1 1 1 1 1 1
find/2740 1 1 1 1 1 1 1 1 1
find/2741 1 1 1 1 1 1 1 1 1
find/2742 1 1 1 1 1 1 1 1 1
find/2743 1 1 1 1 1 1 1 1 1
find/2744 1 1 1 1 1 1 1 1 1
find/2745 1 1 1 1 1 1 1 1 1
find/3431 0 0 0 0 0 0 0 0 1
find/3430 0 0 0 0 0 0 0 0 1
find/3433 0 0 0 0 0 0 0 0 1
find/3920 1 1 1 1 1 1 1 1 1
find/3927 1 1 1 1 1 1 1 1 1
find/2746 1 1 1 1 1 1 1 1 1
find/3925 1 1 1 1 1 1 1 1 1
find/3306 0 0 0 0 0 0 0 0 1
find/3438 0 0 0 0 0 0 0 0 1
find/3929 1 1 1 1 1 1 1 1 1
find/2747 1 1 1 1 1 1 1 1 1
find/3305 0 0 0 0 0 0 0 0 1
find/2748 1 1 1 1 1 1 1 1 1
find/2749 1 1 1 1 1 1 1 1 1
find/2258 1 1 1 1 1 1 1 1 1
find/2259 1 1 1 1 1 1 1 1 1
find/2256 1 1 1 1 1 1 1 1 1
find/2255 1 1 1 1 1 1 1 1 1
find/2252 1 1 1 1 1 1 1 1 1
find/2253 1 1 1 1 1 1 1 1 1
find/2250 1 1 1 1 1 1 1 1 1
find/2251 1 1 1 1 1 1 1 1 1
find/3309 0 0 0 0 0 0 0 0 1
find/4248 1 1 1 1 1 1 1 1 1
find/338 1 1 1 1 1 1 1 1 1
find/4719 1 1 1 1 1 1 1 1 1
find/4718 1 1 1 1 1 1 1 1 1
find/4715 1 1 1 1 1 1 1 1 1
find/4714 1 1 1 1 1 1 1 1 1
find/4717 1 1 1 1 1 1 1 1 1
find/4716 1 1 1 1 1 1 1 1 1
find/4711 1 1 1 1 1 1 1 1 1
find/4710 1 1 1 1 1 1 1 1 1
find/4712 1 1 1 1 1 1 1 1 1
find/2894 1 1 1 1 1 1 1 1 1
find/2895 1 1 1 1 1 1 1 1 1
find/2896 1 1 1 1 1 1 1 1 1
find/2897 1 1 1 1 1 1 1 1 1
find/2890 1 1 1 1 1 1 1 1 1
find/2891 1 1 1 1 1 1 1 1 1
find/2892 1 1 1 1 1 1 1 1 1
find/2893 1 1 1 1 1 1 1 1 1
find/2898 1 1 1 1 1 1 1 1 1
find/2899 1 1 1 1 1 1 1 1 1
find/2381 1 1 1 1 1 1 1 1 1
find/2382 1 1 1 1 1 1 1 1 1
find/2386 1 1 1 1 1 1 1 1 1
find/2387 1 1 1 1 1 1 1 1 1
find/2388 1 1 1 1 1 1 1 1 1
find/2389 1 1 1 1 1 1 1 1 1
find/1385 1 1 1 1 1 1 1 1 1
find/1384 1 1 1 1 1 1 1 1 1
find/1387 1 1 1 1 1 1 1 1 1
find/1386 1 1 1 1 1 1 1 1 1
find/1381 1 1 1 1 1 1 1 1 1
find/1380 1 1 1 1 1 1 1 1 1
find/1383 1 1 1 1 1 1 1 1 1
find/1382 1 1 1 1 1 1 1 1 1
find/2872 1 1 1 1 1 1 1 1 1
find/2873 1 1 1 1 1 1 1 1 1
find/2870 1 1 1 1 1 1 1 1 1
find/2871 1 1 1 1 1 1 1 1 1
find/1389 1 1 1 1 1 1 1 1 1
find/1388 1 1 1 1 1 1 1 1 1
find/2874 1 1 1 1 1 1 1 1 1
find/2875 1 1 1 1 1 1 1 1 1
find/3659 1 1 1 1 1 1 1 1 1
find/1473 0 0 0 0 0 0 0 0 1
find/1472 1 1 1 1 1 1 1 1 1
find/1471 1 1 1 1 1 1 1 1 1
find/1470 1 1 1 1 1 1 1 1 1
find/1477 0 0 0 0 0 0 0 0 1
find/1476 0 0 0 0 0 0 0 0 1
find/1475 0 0 0 0 0 0 0 0 1
find/1474 1 1 1 1 1 1 1 1 1
find/4629 1 1 1 1 1 1 1 1 1
find/4628 1 1 1 1 1 1 1 1 1
find/1479 0 0 0 0 0 0 0 0 1
find/1478 0 0 0 0 0 0 0 0 1
find/309 1 1 1 1 1 1 1 1 1
find/308 1 1 1 1 1 1 1 1 1
find/307 1 1 1 1 1 1 1 1 1
find/306 1 1 1 1 1 1 1 1 1
find/305 1 1 1 1 1 1 1 1 1
find/304 1 1 1 1 1 1 1 1 1
find/303 1 1 1 1 1 1 1 1 1
find/302 1 1 1 1 1 1 1 1 1
find/301 1 1 1 1 1 1 1 1 1
find/300 1 1 1 1 1 1 1 1 1
find/1498 0 0 0 0 0 0 0 0 1
find/1491 0 0 0 0 0 0 0 0 1
find/1490 0 0 0 0 0 0 0 0 1
find/1493 0 0 0 0 0 0 0 0 1
find/1492 0 0 0 0 0 0 0 0 1
find/1495 0 0 0 0 0 0 0 0 1
find/1494 0 0 0 0 0 0 0 0 1
find/1497 0 0 0 0 0 0 0 0 1
find/1496 0 0 0 0 0 0 0 0 1
find/4746 1 1 1 1 1 1 1 1 1
find/1015 1 1 1 1 1 1 1 1 1
find/1014 1 1 1 1 1 1 1 1 1
find/1017 1 1 1 1 1 1 1 1 1
find/1016 1 1 1 1 1 1 1 1 1
find/1011 1 1 1 1 1 1 1 1 1
find/1010 1 1 1 1 1 1 1 1 1
find/1013 1 1 1 1 1 1 1 1 1
find/1012 1 1 1 1 1 1 1 1 1
find/5002 1 1 1 1 1 1 1 1 1
find/5003 1 1 1 1 1 1 1 1 1
find/5000 1 1 1 1 1 1 1 1 1
find/5001 1 1 1 1 1 1 1 1 1
find/1019 1 1 1 1 1 1 1 1 1
find/1018 1 1 1 1 1 1 1 1 1
find/5005 1 1 1 1 1 1 1 1 1
find/2520 1 1 1 1 1 1 1 1 1
find/2521 1 1 1 1 1 1 1 1 1
find/1129 1 1 1 1 1 1 1 1 1
find/1128 1 1 1 1 1 1 1 1 1
find/1121 1 1 1 1 1 1 1 1 1
find/1120 1 1 1 1 1 1 1 1 1
find/1123 1 1 1 1 1 1 1 1 1
find/1122 1 1 1 1 1 1 1 1 1
find/1125 1 1 1 1 1 1 1 1 1
find/1124 1 1 1 1 1 1 1 1 1
find/1127 1 1 1 1 1 1 1 1 1
find/1126 1 1 1 1 1 1 1 1 1
find/2418 1 1 1 1 1 1 1 1 1
find/2419 1 1 1 1 1 1 1 1 1
find/3805 1 1 1 1 1 1 1 1 1
find/2410 1 1 1 1 1 1 1 1 1
find/2411 1 1 1 1 1 1 1 1 1
find/2412 1 1 1 1 1 1 1 1 1
find/2413 1 1 1 1 1 1 1 1 1
find/2414 1 1 1 1 1 1 1 1 1
find/3806 1 1 1 1 1 1 1 1 1
find/2416 1 1 1 1 1 1 1 1 1
find/2417 1 1 1 1 1 1 1 1 1
find/4845 1 1 1 1 1 1 1 1 1
find/4844 1 1 1 1 1 1 1 1 1
find/4847 1 1 1 1 1 1 1 1 1
find/3807 1 1 1 1 1 1 1 1 1
find/4841 1 1 1 1 1 1 1 1 1
find/4840 1 1 1 1 1 1 1 1 1
find/4843 1 1 1 1 1 1 1 1 1
find/4842 1 1 1 1 1 1 1 1 1
find/3800 1 1 1 1 1 1 1 1 1
find/4849 1 1 1 1 1 1 1 1 1
find/4848 1 1 1 1 1 1 1 1 1
find/3801 1 1 1 1 1 1 1 1 1
find/4103 1 1 1 1 1 1 1 1 1
find/3387 1 1 1 1 1 1 1 1 1
find/3386 1 1 1 1 1 1 1 1 1
find/3385 0 0 0 0 0 0 0 0 1
find/3384 0 0 0 0 0 0 0 0 1
find/3383 0 0 0 0 0 0 0 0 1
find/3019 1 1 1 1 1 1 1 1 1
find/3381 0 0 0 0 0 0 0 0 1
find/3380 0 0 0 0 0 0 0 0 1
find/3018 1 1 1 1 1 1 1 1 1
find/3778 1 1 1 1 1 1 1 1 1
find/3779 1 1 1 1 1 1 1 1 1
find/4919 1 1 1 1 1 1 1 1 1
find/2868 1 1 1 1 1 1 1 1 1
find/3808 1 1 1 1 1 1 1 1 1
find/4918 1 1 1 1 1 1 1 1 1
find/2999 1 1 1 1 1 1 1 1 1
find/4917 1 1 1 1 1 1 1 1 1
find/938 1 1 1 1 1 1 1 1 1
find/939 1 1 1 1 1 1 1 1 1
find/4916 1 1 1 1 1 1 1 1 1
find/934 1 1 1 1 1 1 1 1 1
find/935 1 1 1 1 1 1 1 1 1
find/936 1 1 1 1 1 1 1 1 1
find/937 1 1 1 1 1 1 1 1 1
find/930 1 1 1 1 1 1 1 1 1
find/931 1 1 1 1 1 1 1 1 1
find/1879 1 1 1 1 1 1 1 1 1
find/933 1 1 1 1 1 1 1 1 1
find/3654 1 1 1 1 1 1 1 1 1
find/3657 1 1 1 1 1 1 1 1 1
find/3010 1 1 1 1 1 1 1 1 1
find/3651 1 1 1 1 1 1 1 1 1
find/3650 1 1 1 1 1 1 1 1 1
find/3653 1 1 1 1 1 1 1 1 1
find/3652 1 1 1 1 1 1 1 1 1
find/2998 1 1 1 1 1 1 1 1 1
find/3658 1 1 1 1 1 1 1 1 1
find/4911 1 1 1 1 1 1 1 1 1
find/2860 1 1 1 1 1 1 1 1 1
find/4910 1 1 1 1 1 1 1 1 1
find/2863 1 1 1 1 1 1 1 1 1
find/881 1 1 1 1 1 1 1 1 1
find/2862 1 1 1 1 1 1 1 1 1
find/4806 1 1 1 1 1 1 1 1 1
find/3738 1 1 1 1 1 1 1 1 1
find/3739 1 1 1 1 1 1 1 1 1
find/3736 1 1 1 1 1 1 1 1 1
find/3737 1 1 1 1 1 1 1 1 1
find/3734 1 1 1 1 1 1 1 1 1
find/2866 1 1 1 1 1 1 1 1 1
find/3732 1 1 1 1 1 1 1 1 1
find/3733 1 1 1 1 1 1 1 1 1
find/3730 1 1 1 1 1 1 1 1 1
find/3731 1 1 1 1 1 1 1 1 1
find/840 1 1 1 1 1 1 1 1 1
find/841 1 1 1 1 1 1 1 1 1
find/12 1 1 1 1 1 1 1 1 1
find/843 1 1 1 1 1 1 1 1 1
find/844 1 1 1 1 1 1 1 1 1
find/845 1 1 1 1 1 1 1 1 1
find/846 1 1 1 1 1 1 1 1 1
find/847 1 1 1 1 1 1 1 1 1
find/2678 1 1 1 1 1 1 1 1 1
find/50 1 1 1 1 1 1 1 1 1
find/4008 1 1 1 1 1 1 1 1 1
find/4860 1 1 1 1 1 1 1 1 1
find/3934 1 1 1 1 1 1 1 1 1
find/3423 0 0 0 0 0 0 0 0 1
find/3420 0 0 0 0 0 0 0 0 1
find/3421 0 0 0 0 0 0 0 0 1
find/3426 0 0 0 0 0 0 0 0 1
find/3427 0 0 0 0 0 0 0 0 1
find/3424 0 0 0 0 0 0 0 0 1
find/3933 1 1 1 1 1 1 1 1 1
find/3428 0 0 0 0 0 0 0 0 1
find/3429 1 1 1 1 1 1 1 1 1
find/3938 1 1 1 1 1 1 1 1 1
find/3939 1 1 1 1 1 1 1 1 1
find/2720 1 1 1 1 1 1 1 1 1
find/2263 1 1 1 1 1 1 1 1 1
find/2262 1 1 1 1 1 1 1 1 1
find/2261 1 1 1 1 1 1 1 1 1
find/2267 1 1 1 1 1 1 1 1 1
find/2266 1 1 1 1 1 1 1 1 1
find/2265 1 1 1 1 1 1 1 1 1
find/2264 1 1 1 1 1 1 1 1 1
find/2269 1 1 1 1 1 1 1 1 1
find/2268 1 1 1 1 1 1 1 1 1
find/842 1 1 1 1 1 1 1 1 1
find/2991 1 1 1 1 1 1 1 1 1
find/4708 1 1 1 1 1 1 1 1 1
find/4709 1 1 1 1 1 1 1 1 1
find/4707 1 1 1 1 1 1 1 1 1
find/4704 1 1 1 1 1 1 1 1 1
find/4705 1 1 1 1 1 1 1 1 1
find/2990 1 1 1 1 1 1 1 1 1
find/4703 1 1 1 1 1 1 1 1 1
find/4700 1 1 1 1 1 1 1 1 1
find/1367 1 1 1 1 1 1 1 1 1
find/1366 1 1 1 1 1 1 1 1 1
find/1365 1 1 1 1 1 1 1 1 1
find/1364 1 1 1 1 1 1 1 1 1
find/1363 1 1 1 1 1 1 1 1 1
find/2993 1 1 1 1 1 1 1 1 1
find/1289 1 1 1 1 1 1 1 1 1
find/1396 1 1 1 1 1 1 1 1 1
find/1397 1 1 1 1 1 1 1 1 1
find/1394 1 1 1 1 1 1 1 1 1
find/1395 1 1 1 1 1 1 1 1 1
find/1392 1 1 1 1 1 1 1 1 1
find/1393 1 1 1 1 1 1 1 1 1
find/1390 1 1 1 1 1 1 1 1 1
find/1391 1 1 1 1 1 1 1 1 1
find/2847 1 1 1 1 1 1 1 1 1
find/2846 0 0 0 0 0 0 0 0 1
find/2845 1 1 1 1 1 1 1 1 1
find/1360 1 1 1 1 1 1 1 1 1
find/2843 1 1 1 1 1 1 1 1 1
find/2842 0 0 0 0 0 0 0 0 1
find/1398 1 1 1 1 1 1 1 1 1
find/1399 1 1 1 1 1 1 1 1 1
find/1284 1 1 1 1 1 1 1 1 1
find/1285 1 1 1 1 1 1 1 1 1
find/1286 1 1 1 1 1 1 1 1 1
find/1464 1 1 1 1 1 1 1 1 1
find/1465 1 1 1 1 1 1 1 1 1
find/1466 1 1 1 1 1 1 1 1 1
find/1467 1 1 1 1 1 1 1 1 1
find/1460 1 1 1 1 1 1 1 1 1
find/1461 1 1 1 1 1 1 1 1 1
find/1462 1 1 1 1 1 1 1 1 1
find/1463 1 1 1 1 1 1 1 1 1
find/1280 1 1 1 1 1 1 1 1 1
find/1468 1 1 1 1 1 1 1 1 1
find/1469 1 1 1 1 1 1 1 1 1
