ktestWM inum.new-O0-out/Dev-out-0/devtest.ktest inum.new-O1-out/Dev-out-0/devtest.ktest inum.new-O2-out/Dev-out-0/devtest.ktest inum.new-O3-out/Dev-out-0/devtest.ktest inum.old-O0-out/Dev-out-0/devtest.ktest inum.old-O1-out/Dev-out-0/devtest.ktest inum.old-O2-out/Dev-out-0/devtest.ktest inum.old-O3-out/Dev-out-0/devtest.ktest links.new-O0-out/Dev-out-0/devtest.ktest links.new-O1-out/Dev-out-0/devtest.ktest links.new-O2-out/Dev-out-0/devtest.ktest links.new-O3-out/Dev-out-0/devtest.ktest links.old-O0-out/Dev-out-0/devtest.ktest links.old-O1-out/Dev-out-0/devtest.ktest links.old-O2-out/Dev-out-0/devtest.ktest links.old-O3-out/Dev-out-0/devtest.ktest regression.sh-out/Dev-out-0/devtest.ktest
find/11976 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11977 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18861 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18860 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18863 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18862 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18865 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18864 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18867 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18866 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18869 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18868 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22529 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22528 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18138 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18137 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5589 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5588 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5587 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5586 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5584 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5583 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5582 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5581 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5580 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18134 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8159 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8158 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8157 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8156 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8155 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8154 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8153 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8152 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8151 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8150 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18131 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18130 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16528 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16529 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16522 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16523 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16520 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16521 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16526 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16527 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16524 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16525 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/268 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/267 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/260 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5769 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16993 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12571 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12570 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12573 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12572 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12575 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12574 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12577 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12576 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12579 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12578 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5989 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16661 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16660 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16663 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5764 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16665 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16664 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16667 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16666 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16669 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16668 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13761 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25082 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21713 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21712 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21711 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21710 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21717 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21716 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21715 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21714 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19800 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21719 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21718 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12315 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12314 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12317 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12316 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12311 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12310 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12313 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12312 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12318 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/489 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7570 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7571 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/482 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/483 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/484 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/485 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/486 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/487 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3668 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3669 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3664 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3665 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3666 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3667 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3660 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3661 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3662 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3663 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7758 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7759 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7754 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7755 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7756 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7757 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7750 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7751 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7752 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7753 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10038 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10039 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10036 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10037 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10034 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/10032 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10033 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10030 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10031 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/879 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/878 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13048 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13049 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/871 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/870 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/873 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/872 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/875 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/874 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/877 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/876 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/17208 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17209 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7865 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17200 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7862 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17202 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17203 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17204 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17205 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17206 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7863 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7860 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/17610 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18784 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2139 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2138 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2137 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2136 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2135 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/2134 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/2131 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2130 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/18785 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2058 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2059 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11788 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2050 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11786 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2052 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2053 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2054 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2055 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2056 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2057 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20778 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20779 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20776 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20777 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20774 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20772 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20773 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20770 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20771 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11563 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11567 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11566 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11565 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11564 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11568 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3444 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16476 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3445 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3446 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20592 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20593 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20590 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3447 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20596 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20597 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20594 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20595 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3440 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20598 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20599 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24899 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3441 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23023 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23022 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23021 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23020 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23027 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3442 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23025 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23024 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23029 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3443 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18323 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18452 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18453 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1239 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1238 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18324 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18325 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1235 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1237 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1236 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1231 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1232 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6248 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6939 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6938 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21640 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6241 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6240 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6243 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6930 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6245 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6244 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6935 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6934 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9949 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23371 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9943 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9942 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9941 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9940 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9947 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9946 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9945 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9944 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/670 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/24653 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12711 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24652 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8098 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8099 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8096 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8094 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8095 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8092 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8093 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24657 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16477 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12714 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22536 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12717 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22537 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12716 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22534 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24873 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22535 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22532 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18877 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18874 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21949 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21946 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21947 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21944 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21945 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21942 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21943 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19492 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17166 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19495 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19494 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20612 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18878 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13231 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13232 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13235 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13237 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13236 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13239 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13238 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23120 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14587 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15691 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15690 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15693 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15692 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15694 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15696 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15699 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15698 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21760 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
